-0.0599996410241193	7.34782855787778E-18	-52.5001799994661
-0.119999282048239	1.47707886765413E-17	-42.5003599989323
-0.179998923072358	2.21295787735679E-17	-32.5005399983984
-0.239998564096477	2.94379595369574E-17	-22.5007199978646
-0.299998205120597	3.67333422196426E-17	-12.5008999973307
-0.359997846144716	4.40096026187532E-17	-2.50107999679685
-0.419997487168835	5.13043017883645E-17	7.49874000373701
-0.479997128192955	5.86048285802214E-17	17.4985600042709
-0.539996769217074	6.59235622535536E-17	27.4983800048047
-0.599996410241193	7.32249972426374E-17	37.4982000053386
-0.659996051265313	8.05476597693101E-17	47.4980200058724
-0.719995692289432	8.78183355483044E-17	57.4978400064063
-0.779995333313552	9.51583818300858E-17	67.4976600069402
-0.839994974337671	1.02514725283274E-16	77.497480007474
-0.899994615361791	1.09855688950307E-16	87.4973000080079
-0.959994256385911	1.1716430145928E-16	97.4971200085417
-1.01999389741003	1.24499045789993E-16	107.496940009076
-1.07999353843415	1.31830077628374E-16	117.496760009609
-1.13999317945827	1.39139153025403E-16	127.496580010143
-1.19999282048239	1.46345957470203E-16	137.496400010677
-1.25999246150651	1.53541795354794E-16	147.496220011211
-1.31999210253063	1.60755712944813E-16	157.496040011745
-1.37999174355475	1.67903519594242E-16	167.495860012279
-1.43999138457887	1.75067412556111E-16	177.495680012813
-1.49999102560299	1.82192790593984E-16	187.495500013346
-1.55999066662711	1.89333358819355E-16	197.49532001388
-1.61999030765123	1.96524692691797E-16	207.495140014414
-1.67998994867535	2.03781243530596E-16	217.494960014948
-1.73998958969947	2.11128113063453E-16	227.494780015482
-1.79998923072359	2.18515588025568E-16	237.494600016016
-1.85998887174771	2.25915867636239E-16	247.49442001655
-1.91998851277183	2.33250655352562E-16	257.494240017084
-1.97998815379596	2.40567759997769E-16	267.494060017617
-2.03998779482008	2.47967965774976E-16	277.493880018151
-2.0999874358442	2.55069817952545E-16	287.493700018685
-2.15998707686832	2.6224394080277E-16	297.493520019219
-2.21998671789244	2.69469661887898E-16	307.493340019753
-2.27998635891656	2.76924586318217E-16	317.493160020287
-2.33998599994068	2.84368543356636E-16	327.492980020821
-2.3999856409648	2.9198560496335E-16	337.492800021355
-2.45998528198892	2.9974304045436E-16	347.492620021888
-2.51998492301304	3.07523086033308E-16	357.492440022422
-2.57998456403716	3.15544934192222E-16	367.492260022956
-2.63998420506128	3.23587661988418E-16	377.49208002349
